0;-2.1507929863918176
1;-2.002995384481418
2;-2.018742466143057
3;-2.1507929863918176
4;0.1186258035452829
5;-2.002995384481418
6;-2.185878231752868
7;-2.0648693962334197
8;-2.185878231752868
9;-2.129642331457895
10;-2.147289405754743
11;-2.0878004835630004
12;-2.018742466143057
13;-2.185878231752868
14;-2.002995384481418
15;-2.1325594094450486
16;-2.018742466143057
17;-2.140670434619793
18;-2.1860661783964495
19;0.12664694697647688
20;-2.002995384481418
21;-1.9924605594832423
22;-2.185878231752868
23;-2.002995384481418
24;-2.1175449446588717
25;0.00018794664358125907
26;-2.147289405754743
27;-1.9924605594832423
28;-2.018742466143057
29;-2.147289405754743
30;-1.9924605594832423
31;-2.0648693962334197
32;-2.002995384481418
33;-2.185878231752868
34;-2.185878231752868
35;-2.0515974408367827
36;-2.1860661783964495
37;-2.018742466143057
38;-2.018742466143057
39;-2.018742466143057
40;-2.018742466143057
41;-2.185878231752868
42;-2.018742466143057
43;-2.129642331457895
44;-1.9924605594832423
45;-2.140670434619793
46;-2.185878231752868
47;-2.147289405754743
48;-2.185878231752868
49;-2.0648693962334197
50;0.0
51;-1.9924605594832423
52;0.11089986531483767
53;-2.140670434619793
54;-2.0648693962334197
55;-2.0648693962334197
56;-1.9924605594832423
57;-2.0648693962334197
58;-2.147289405754743
59;-2.185878231752868
60;-2.002995384481418
61;-2.0878004835630004
62;0.025476211338803664
63;-2.185878231752868
64;-2.002995384481418
65;-2.0648693962334197
66;-2.140670434619793
67;-2.002995384481418
68;-2.0648693962334197
69;-2.018742466143057
70;-2.002995384481418
71;-2.211354443091672
72;-2.1507929863918176
73;-2.018742466143057
74;-2.002995384481418
75;0.1295640249636306
76;-2.018742466143057
77;-2.176681826012412
78;-1.9924605594832423
79;-2.0878004835630004
80;-2.140670434619793
81;-2.1507929863918176
82;-2.018742466143057
83;-2.185878231752868
84;-2.211354443091672
85;0.11381694330199138
86;0.0
87;-2.002995384481418
88;-2.1325594094450486
89;-2.018742466143057
90;-2.147289405754743
91;0.07068400847187878
92;-2.1507929863918176
93;-2.185878231752868
94;-2.185878231752868
95;-2.0878004835630004
96;-2.002995384481418
97;-2.0878004835630004
98;0.21396572762504096
99;-2.002995384481418
100;-2.002995384481418
101;-2.1507929863918176
102;-2.018742466143057
103;-2.002995384481418
104;-2.147289405754743
105;-2.185878231752868
106;-2.140670434619793
107;-2.0648693962334197
108;-2.140670434619793
109;-2.002995384481418
110;-2.018742466143057
111;-2.0648693962334197
112;-2.147289405754743
113;0.03527319200463174
114;-2.147289405754743
115;-2.018742466143057
116;-2.140670434619793
117;-2.140670434619793
118;-2.185878231752868
119;-1.9924605594832423
120;-2.185878231752868
121;-2.185878231752868
122;-2.147289405754743
123;-2.147289405754743
124;-2.0878004835630004
125;-2.185878231752868
126;-2.002995384481418
127;-2.002995384481418
128;-2.0878004835630004
129;-1.9924605594832423
130;-2.185878231752868
131;-2.1507929863918176
132;-2.0878004835630004
133;-2.1507929863918176
134;-2.018742466143057
135;-2.018742466143057
136;-2.147289405754743
137;-2.1507929863918176
138;-2.0648693962334197
139;-2.0878004835630004
140;-2.1507929863918176
141;-2.140670434619793
142;-2.018742466143057
143;-2.002995384481418
