0;3;0;-0.17571220923703443
1;8;7;-8.278006392737328
2;3;5;-5.952955240103175
3;4;0;-6.888365488915603
4;11;11;-4.412852574216567
5;2;6;-3.878702550727
6;1;3;-0.09079148755331275
7;7;8;-8.407552263186277
8;9;3;-3.7899576583255574
9;4;7;0.25329389395295376
10;8;9;0.30965769254300113
11;0;11;-2.516183873748068
12;2;5;-5.103286766307271
13;7;3;-7.1650671616907635
14;11;6;-9.746654821257636
15;5;6;0.2591280499272612
16;9;5;-12.179394265581147
17;11;2;-3.3261850706489713
18;1;0;0.07054638400926348
19;7;7;-4.25928466291579
20;10;7;-13.833508600384036
21;2;9;-3.6548138650054947
22;5;1;-6.2377762036885445
23;11;7;-11.292597791687696
24;10;11;0.05948892219174251
25;1;1;-4.372132356792899
26;0;10;-3.9832039682153684
27;0;9;-2.715979810063304
28;3;4;-8.682806934575927
29;4;10;-17.054709912333717
30;10;9;-0.05948892219174251
31;3;8;-4.805878132065079
32;10;6;-12.287090191648591
33;7;1;-6.929959029531131
34;8;1;-2.8234361143352444
35;11;9;0.11827376270708079
36;0;1;0.00037589328716251813
37;11;5;-12.557515126295147
38;1;4;-8.703100405625856
39;8;5;-10.487210439372427
40;0;4;-7.001213182792712
41;11;1;-2.0197172326262005
42;4;5;-0.25329389395295376
43;7;4;0.22179973062967534
44;5;9;-12.031660510254678
45;7;2;-6.107098410314392
46;4;3;-8.519382711308372
47;9;10;-0.1777626848988233
48;6;1;-4.653819539967614
49;4;8;-11.166489946550158
50;10;10;-4.294578811509486
51;6;9;-9.209313769611946
52;4;4;-4.25928466291579
53;10;2;-4.799284880961621
54;2;8;-4.422708886183344
55;10;8;-0.7835899400777726
56;4;9;-13.333011722873412
57;5;8;-10.622590465795685
58;7;10;-13.79821445179034
59;8;3;-4.5129080383485745
60;5;7;-0.4821622915612579
61;1;11;-1.9789970152025336
62;3;3;-4.422708886183344
63;0;3;-0.12513567984658963
64;0;7;-5.5563910258698614
65;6;8;-7.895002879421903
66;4;2;-7.405606852369919
67;7;6;-0.22179973062967534
68;9;8;-0.2831137817497268
69;1;5;-6.344789741591346
70;2;7;-6.270522633581946
71;2;3;0.05095242267760733
72;11;0;-2.556904091171735
73;11;4;-14.174586557873187
74;1;6;-4.760833077870416
75;6;6;-4.265118818890097
76;10;4;-17.090004060927413
77;9;11;0.1777626848988233
78;7;9;-10.450463323617651
79;2;11;-3.336041382615749
80;5;2;-4.945696699014024
81;7;0;-5.443543331992752
82;9;4;-13.48657963417419
83;10;1;-3.1660604630828333
84;3;2;0.14136801694375756
85;5;5;-4.265118818890097
86;8;8;-4.129738792466839
87;0;6;-3.5122988038508933
88;6;5;0.22763388660398276
89;6;4;-0.40991218965735776
90;1;10;-3.2436140083662472
91;2;2;-4.422708886183344
92;6;0;-3.4052852659480912
93;4;1;-8.590252711748745
94;6;3;-4.525251686899241
95;7;11;-11.139029880386918
96;4;6;-0.40407803368305034
97;8;11;-0.30965769254300113
98;9;9;-4.412852574216567
99;6;7;-0.22763388660398276
100;3;6;-4.682841754192488
101;2;0;-0.05095242267760733
102;8;4;-11.036944076101209
103;1;7;-7.04280672340824
104;6;10;-12.257630199029204
105;11;3;-3.381294307187632
106;8;2;-4.129738792466839
107;0;8;-3.2354748517890792
108;6;2;-3.7211124834337532
109;9;6;-9.357047524938414
110;2;4;-7.569031075637473
111;11;8;-0.5927714742927279
112;2;10;-4.927414955635479
113;0;0;-4.372132356792899
114;5;10;-15.436322386219995
115;7;5;-0.4763281355869505
116;0;2;-0.00037589328716251813
117;1;2;-0.07054638400926348
118;9;1;-2.306808682832909
119;3;9;-3.7998139702923353
120;2;1;-0.12112291339970829
121;5;3;-5.7953651728099285
122;3;10;-4.925162434579745
123;8;10;-0.6187499210351266
124;5;11;-12.409781370968677
125;10;3;-4.797032359905887
126;8;6;-7.759622852998645
127;3;7;-7.328491384958317
128;4;11;-14.02101864657241
129;1;9;-2.266088465409242
130;3;1;-0.14136801694375756
131;10;0;-3.905650422931955
132;6;11;-9.598921065931165
133;8;0;-2.9930812874630197
134;10;5;-15.465782378839384
135;0;5;-4.893316628312616
136;11;10;-0.11827376270708079
137;9;0;-2.756700027486971
138;1;8;-3.065829678661304
139;3;11;-3.3911506191544096
140;5;0;-4.786303090409814
141;9;2;-3.644957553038717
142;5;4;-0.2591280499272612
143;9;7;-10.604031234918429
