0;(10, 8);-0.4527527815715946
1;(11, 7);-20.635359260193727
2;(3, 8);-7.448707034080588
3;(6, 3);-6.387231111384722
4;(8, 1);-4.17874670015226
5;(11, 8);0.42992380217761494
6;(10, 7);-26.14478014404955
7;(9, 2);-4.779983515702419
8;(7, 4);2.3098604293710467
9;(9, 3);-5.065452472985887
10;(7, 5);1.3540010204866135
11;(11, 9);3.4836079754243183
12;(6, 2);-4.804082054562042
13;(3, 9);-5.468018215590499
14;(8, 0);-4.512735634747568
15;(10, 6);-23.100268901851646
16;(2, 5);-7.442700813035307
17;(1, 0);1.9097208467490692
18;(0, 3);1.6401940239632529
19;(10, 4);-32.55600558199433
20;(9, 1);-2.1455029274847357
21;(8, 2);-6.750530097723838
22;(11, 11);-7.346929155243943
23;(7, 7);-6.34976293463854
24;(6, 0);-4.182297220137145
25;(3, 11);-4.663462243037707
26;(0, 5);-7.747162218329237
27;(2, 3);2.607279252236289
28;(1, 6);-7.46836438181616
29;(1, 7);-11.960999996468752
30;(0, 4);-11.897083559961926
31;(2, 2);-6.3588814034878265
32;(10, 9);2.288166613572657
33;(11, 6);-17.59178403715955
34;(2, 0);2.555440326856068
35;(1, 5);-10.586779063516742
36;(0, 6);-5.0282833764202195
37;(0, 9);-3.4605303574009034
38;(1, 10);-4.4813393387298275
39;(1, 11);-1.9916246334387666
40;(0, 8);-4.483286220798524
41;(10, 5);-29.35831914538352
42;(7, 6);2.0202588640246546
43;(11, 10);1.3640911718618578
44;(6, 1);-6.6403490721130805
45;(8, 3);-7.504894550553504
46;(3, 10);-7.683548004656338
47;(9, 0);-3.0312265122724202
48;(1, 9);-2.556835926033224
49;(0, 10);-5.95537791876278
50;(7, 0);-8.42520389743731
51;(5, 10);-28.037204065196363
52;(10, 3);-8.354217545608195
53;(4, 9);-23.868591221448163
54;(9, 6);-16.02566064787995
55;(8, 5);-19.266802402569212
56;(6, 7);2.10839115447254
57;(4, 8);-19.603251474311755
58;(6, 6);-6.13116281943822
59;(5, 11);-22.078701441420332
60;(9, 7);-18.4806598269031
61;(10, 2);-8.35865219643667
62;(7, 1);-11.351584801965991
63;(8, 4);-20.349090499879
64;(0, 7);-9.052589938520065
65;(2, 1);2.3659342723764576
66;(1, 4);-15.229703183334681
67;(5, 9);-21.33427599688964
68;(7, 3);-11.81445393715527
69;(4, 10);-31.19568453194814
70;(6, 4);1.7148435238102366
71;(9, 5);-21.58215579352033
72;(8, 6);-13.896864341895832
73;(10, 0);-6.599309357190766
74;(5, 6);2.4996526309693343
75;(6, 11);-16.376017701353824
76;(3, 0);1.6669321264871249
77;(4, 5);1.882103254238991
78;(6, 10);-21.610351307140586
79;(3, 1);1.7345472550645136
80;(4, 4);-6.260759364103093
81;(5, 7);1.403798621163027
82;(1, 8);-4.131326439623221
83;(0, 11);-3.0671821077802823
84;(5, 5);-6.299965333962127
85;(3, 3);-6.9504108731974235
86;(6, 8);-13.021428771663711
87;(4, 6);1.7410013575711756
88;(2, 11);-3.9634364638926227
89;(2, 10);-7.096453185775216
90;(4, 11);-25.223104852480567
91;(6, 5);2.541541816170009
92;(7, 2);-9.731577957883037
93;(8, 7);-14.917431935756362
94;(10, 1);-5.143241623737808
95;(9, 4);-24.15567698793788
96;(5, 8);-18.560169346861
97;(2, 8);-6.102813111541325
98;(11, 0);-3.43696228730293
99;(9, 10);2.046056380947996
100;(8, 9);2.6930191425669383
101;(9, 11);2.542170288129922
102;(11, 1);-2.3793756595414095
103;(8, 8);-7.006598389670339
104;(5, 4);1.8428972843799578
105;(3, 2);2.5170462900905735
106;(6, 9);-15.608978336725357
107;(4, 7);2.4099361666998336
108;(9, 9);-5.653321064460112
109;(8, 10);0.1617292429073468
110;(11, 3);-5.059980525084228
111;(3, 4);-15.08141061402382
112;(5, 2);-7.383784743509607
113;(4, 1);-14.531284418296474
114;(7, 8);-14.260596480724562
115;(4, 0);-11.180693948343725
116;(5, 3);-9.056569551295294
117;(7, 9);-18.28257763094883
118;(3, 5);-9.70701509053059
119;(2, 9);-4.591019788597434
120;(5, 1);-9.927566268337568
121;(7, 11);-19.638193039588323
122;(4, 2);-12.199012882644409
123;(3, 7);-12.415101875714152
124;(2, 7);-9.740696426732324
125;(1, 2);2.2733667598176517
126;(0, 1);1.8865666403264498
127;(2, 6);-5.031800638611648
128;(1, 3);1.725779999120637
129;(0, 0);-6.977148975721295
130;(11, 2);-4.9514842156487395
131;(9, 8);1.8386464090227796
132;(8, 11);0.7702545677512188
133;(0, 2);2.45866904494828
134;(1, 1);-6.959178129141301
135;(2, 4);-12.29713492202914
136;(10, 11);1.0917989417750122
137;(11, 4);-26.309274643621414
138;(10, 10);-7.621080414149281
139;(11, 5);-23.12566526270215
140;(5, 0);-7.069978576570068
141;(3, 6);-7.206479165143925
142;(4, 3);-14.391759104929491
143;(7, 10);-24.873462664538813
